Log(E/eV)	r [M]	Theta	Synchr
10.8889	24.8905	0	-37.1402
12.1111	24.8905	0	-35.918
13.3333	24.8905	0	-34.6958
14.5556	24.8905	0	-33.4735
15.7778	24.8905	0	-32.2513
17	24.8905	0	-31.0291
6	25.1435	0	-42.7253
7.22222	25.1435	0	-41.503
8.44444	25.1435	0	-40.2808
9.66667	25.1435	0	-39.0586
10.8889	25.1435	0	-37.8364
12.1111	25.1435	0	-36.6141
13.3333	25.1435	0	-35.3919
14.5556	25.1435	0	-34.1697
15.7778	25.1435	0	-32.9475
17	25.1435	0	-31.7253
6	25.3964	0	-43.4129
7.22222	25.3964	0	-42.1907
8.44444	25.3964	0	-40.9684
9.66667	25.3964	0	-39.7462
10.8889	25.3964	0	-38.524
12.1111	25.3964	0	-37.3018
13.3333	25.3964	0	-36.0795
14.5556	25.3964	0	-34.8573
15.7778	25.3964	0	-33.6351
17	25.3964	0	-32.4129
6	25.6494	0	-44.0921
7.22222	25.6494	0	-42.8698
8.44444	25.6494	0	-41.6476
9.66667	25.6494	0	-40.4254
10.8889	25.6494	0	-39.2032
12.1111	25.6494	0	-37.981
13.3333	25.6494	0	-36.7587
14.5556	25.6494	0	-35.5365
15.7778	25.6494	0	-34.3143
17	25.6494	0	-33.0921
6	25.9023	0	-44.7629
7.22222	25.9023	0	-43.5407
8.44444	25.9023	0	-42.3185
9.66667	25.9023	0	-41.0962
10.8889	25.9023	0	-39.874
12.1111	25.9023	0	-38.6518
13.3333	25.9023	0	-37.4296
14.5556	25.9023	0	-36.2074
15.7778	25.9023	0	-34.9851
17	25.9023	0	-33.7629
6	26.1553	0	-45.4256
7.22222	26.1553	0	-44.2033
8.44444	26.1553	0	-42.9811
9.66667	26.1553	0	-41.7589
10.8889	26.1553	0	-40.5367
12.1111	26.1553	0	-39.3144
13.3333	26.1553	0	-38.0922
14.5556	26.1553	0	-36.87
15.7778	26.1553	0	-35.6478
17	26.1553	0	-34.4256
6	26.4083	0	-46.0801
7.22222	26.4083	0	-44.8579
8.44444	26.4083	0	-43.6356
9.66667	26.4083	0	-42.4134
10.8889	26.4083	0	-41.1912
12.1111	26.4083	0	-39.969
13.3333	26.4083	0	-38.7467
14.5556	26.4083	0	-37.5245
15.7778	26.4083	0	-36.3023
17	26.4083	0	-35.0801
6	26.6612	0	-46.7266
7.22222	26.6612	0	-45.5044
8.44444	26.6612	0	-44.2822
9.66667	26.6612	0	-43.0599
10.8889	26.6612	0	-41.8377
12.1111	26.6612	0	-40.6155
13.3333	26.6612	0	-39.3933
14.5556	26.6612	0	-38.1711
15.7778	26.6612	0	-36.9488
17	26.6612	0	-35.7266
6	26.9142	0	-47.3653
7.22222	26.9142	0	-46.143
8.44444	26.9142	0	-44.9208
9.66667	26.9142	0	-43.6986
10.8889	26.9142	0	-42.4764
12.1111	26.9142	0	-41.2542
13.3333	26.9142	0	-40.0319
14.5556	26.9142	0	-38.8097
15.7778	26.9142	0	-37.5875
17	26.9142	0	-36.3653
6	27.1671	0	-47.9961
7.22222	27.1671	0	-46.7739
8.44444	27.1671	0	-45.5517
9.66667	27.1671	0	-44.3295
10.8889	27.1671	0	-43.1072
12.1111	27.1671	0	-41.885
13.3333	27.1671	0	-40.6628
14.5556	27.1671	0	-39.4406
15.7778	27.1671	0	-38.2184
17	27.1671	0	-36.9961
6	27.4201	0	-48.6194
7.22222	27.4201	0	-47.3971
8.44444	27.4201	0	-46.1749
9.66667	27.4201	0	-44.9527
10.8889	27.4201	0	-43.7305
12.1111	27.4201	0	-42.5082
13.3333	27.4201	0	-41.286
14.5556	27.4201	0	-40.0638
15.7778	27.4201	0	-38.8416
17	27.4201	0	-37.6194
6	27.673	0	-49.235
7.22222	27.673	0	-48.0128
8.44444	27.673	0	-46.7906
9.66667	27.673	0	-45.5683
10.8889	27.673	0	-44.3461
12.1111	27.673	0	-43.1239
13.3333	27.673	0	-41.9017
14.5556	27.673	0	-40.6795
15.7778	27.673	0	-39.4572
17	27.673	0	-38.235
6	27.926	0	-49.8432
7.22222	27.926	0	-48.621
8.44444	27.926	0	-47.3988
9.66667	27.926	0	-46.1766
10.8889	27.926	0	-44.9543
12.1111	27.926	0	-43.7321
13.3333	27.926	0	-42.5099
14.5556	27.926	0	-41.2877
15.7778	27.926	0	-40.0655
17	27.926	0	-38.8432
6	28.1789	0	-50.4441
7.22222	28.1789	0	-49.2219
8.44444	28.1789	0	-47.9997
9.66667	28.1789	0	-46.7775
10.8889	28.1789	0	-45.5552
12.1111	28.1789	0	-44.333
13.3333	28.1789	0	-43.1108
14.5556	28.1789	0	-41.8886
15.7778	28.1789	0	-40.6663
17	28.1789	0	-39.4441
6	28.4319	0	-51.0378
7.22222	28.4319	0	-49.8156
8.44444	28.4319	0	-48.5933
9.66667	28.4319	0	-47.3711
10.8889	28.4319	0	-46.1489
12.1111	28.4319	0	-44.9267
13.3333	28.4319	0	-43.7044
14.5556	28.4319	0	-42.4822
15.7778	28.4319	0	-41.26
17	28.4319	0	-40.0378
6	28.6848	0	-51.6243
7.22222	28.6848	0	-50.4021
8.44444	28.6848	0	-49.1799
9.66667	28.6848	0	-47.9577
10.8889	28.6848	0	-46.7354
12.1111	28.6848	0	-45.5132
13.3333	28.6848	0	-44.291
14.5556	28.6848	0	-43.0688
15.7778	28.6848	0	-41.8465
17	28.6848	0	-40.6243
6	28.9378	0	-52.2039
7.22222	28.9378	0	-50.9816
8.44444	28.9378	0	-49.7594
9.66667	28.9378	0	-48.5372
10.8889	28.9378	0	-47.315
12.1111	28.9378	0	-46.0927
13.3333	28.9378	0	-44.8705
14.5556	28.9378	0	-43.6483
15.7778	28.9378	0	-42.4261
17	28.9378	0	-41.2039
6	29.1907	0	-52.7765
7.22222	29.1907	0	-51.5543
8.44444	29.1907	0	-50.332
9.66667	29.1907	0	-49.1098
10.8889	29.1907	0	-47.8876
12.1111	29.1907	0	-46.6654
13.3333	29.1907	0	-45.4431
14.5556	29.1907	0	-44.2209
15.7778	29.1907	0	-42.9987
17	29.1907	0	-41.7765
6	4.14844	0.015608	0
7.22222	4.14844	0.015608	0
8.44444	4.14844	0.015608	0
9.66667	4.14844	0.015608	0
10.8889	4.14844	0.015608	0
12.1111	4.14844	0.015608	0
13.3333	4.14844	0.015608	0
14.5556	4.14844	0.015608	0
15.7778	4.14844	0.015608	0
17	4.14844	0.015608	0
6	4.40139	0.015608	-87.2412
7.22222	4.40139	0.015608	-86.019
8.44444	4.40139	0.015608	-84.7967
9.66667	4.40139	0.015608	-83.5745
10.8889	4.40139	0.015608	-82.3523
12.1111	4.40139	0.015608	-81.1301
13.3333	4.40139	0.015608	-79.9078
14.5556	4.40139	0.015608	-78.6856
15.7778	4.40139	0.015608	-77.4634
17	4.40139	0.015608	-76.2412
6	4.65434	0.015608	-78.8783
7.22222	4.65434	0.015608	-77.6561
8.44444	4.65434	0.015608	-76.4339
9.66667	4.65434	0.015608	-75.2116
10.8889	4.65434	0.015608	-73.9894
12.1111	4.65434	0.015608	-72.7672
13.3333	4.65434	0.015608	-71.545
14.5556	4.65434	0.015608	-70.3227
15.7778	4.65434	0.015608	-69.1005
17	4.65434	0.015608	-67.8783
6	4.90729	0.015608	-69.1279
7.22222	4.90729	0.015608	-67.9057
8.44444	4.90729	0.015608	-66.6834
9.66667	4.90729	0.015608	-65.4612
10.8889	4.90729	0.015608	-64.239
12.1111	4.90729	0.015608	-63.0168
13.3333	4.90729	0.015608	-61.7946
14.5556	4.90729	0.015608	-60.5723
15.7778	4.90729	0.015608	-59.3501
17	4.90729	0.015608	-58.1279
6	5.16025	0.015608	-59.1332
7.22222	5.16025	0.015608	-57.911
8.44444	5.16025	0.015608	-56.6888
9.66667	5.16025	0.015608	-55.4666
10.8889	5.16025	0.015608	-54.2444
12.1111	5.16025	0.015608	-53.0221
13.3333	5.16025	0.015608	-51.7999
14.5556	5.16025	0.015608	-50.5777
15.7778	5.16025	0.015608	-49.3555
17	5.16025	0.015608	-48.1332
6	5.4132	0.015608	-49.5955
7.22222	5.4132	0.015608	-48.3732
8.44444	5.4132	0.015608	-47.151
9.66667	5.4132	0.015608	-45.9288
10.8889	5.4132	0.015608	-44.7066
12.1111	5.4132	0.015608	-43.4844
13.3333	5.4132	0.015608	-42.2621
14.5556	5.4132	0.015608	-41.0399
15.7778	5.4132	0.015608	-39.8177
17	5.4132	0.015608	-38.5955
6	5.66615	0.015608	-40.8435
7.22222	5.66615	0.015608	-39.6213
8.44444	5.66615	0.015608	-38.3991
9.66667	5.66615	0.015608	-37.1769
10.8889	5.66615	0.015608	-35.9547
12.1111	5.66615	0.015608	-34.7324
13.3333	5.66615	0.015608	-33.5102
14.5556	5.66615	0.015608	-32.288
15.7778	5.66615	0.015608	-31.0658
17	5.66615	0.015608	-29.8435
6	5.9191	0.015608	-33.0037
7.22222	5.9191	0.015608	-31.7815
8.44444	5.9191	0.015608	-30.5593
9.66667	5.9191	0.015608	-29.337
10.8889	5.9191	0.015608	-28.1148
12.1111	5.9191	0.015608	-26.8926
13.3333	5.9191	0.015608	-25.6704
14.5556	5.9191	0.015608	-24.4482
15.7778	5.9191	0.015608	-23.2259
17	5.9191	0.015608	-22.0037
6	6.17206	0.015608	-26.0937
7.22222	6.17206	0.015608	-24.8715
8.44444	6.17206	0.015608	-23.6493
9.66667	6.17206	0.015608	-22.4271
10.8889	6.17206	0.015608	-21.2049
12.1111	6.17206	0.015608	-19.9826
13.3333	6.17206	0.015608	-18.7604
14.5556	6.17206	0.015608	-17.5382
15.7778	6.17206	0.015608	-16.316
17	6.17206	0.015608	-15.0937
6	6.42501	0.015608	-20.0754
7.22222	6.42501	0.015608	-18.8532
8.44444	6.42501	0.015608	-17.631
9.66667	6.42501	0.015608	-16.4087
10.8889	6.42501	0.015608	-15.1865
12.1111	6.42501	0.015608	-13.9643
13.3333	6.42501	0.015608	-12.7421
14.5556	6.42501	0.015608	-11.5198
15.7778	6.42501	0.015608	-10.2976
17	6.42501	0.015608	-9.0754
6	6.67796	0.015608	-14.8836
7.22222	6.67796	0.015608	-13.6614
8.44444	6.67796	0.015608	-12.4392
9.66667	6.67796	0.015608	-11.217
10.8889	6.67796	0.015608	-9.99475
12.1111	6.67796	0.015608	-8.77252
13.3333	6.67796	0.015608	-7.5503
14.5556	6.67796	0.015608	-6.32808
15.7778	6.67796	0.015608	-5.10586
17	6.67796	0.015608	-3.88364
6	6.93091	0.015608	-10.4429
7.22222	6.93091	0.015608	-9.22064
8.44444	6.93091	0.015608	-7.99842
9.66667	6.93091	0.015608	-6.7762
10.8889	6.93091	0.015608	-5.55398
12.1111	6.93091	0.015608	-4.33175
13.3333	6.93091	0.015608	-3.10953
14.5556	6.93091	0.015608	-1.88731
15.7778	6.93091	0.015608	-0.665088
17	6.93091	0.015608	0.557134
6	7.18387	0.015608	-6.67586
7.22222	7.18387	0.015608	-5.45364
8.44444	7.18387	0.015608	-4.23142
9.66667	7.18387	0.015608	-3.00919
10.8889	7.18387	0.015608	-1.78697
12.1111	7.18387	0.015608	-0.564749
13.3333	7.18387	0.015608	0.657473
14.5556	7.18387	0.015608	1.8797
15.7778	7.18387	0.015608	3.10192
17	7.18387	0.015608	4.32414
6	7.43682	0.015608	-3.50842
7.22222	7.43682	0.015608	-2.2862
8.44444	7.43682	0.015608	-1.06398
9.66667	7.43682	0.015608	0.158245
10.8889	7.43682	0.015608	1.38047
12.1111	7.43682	0.015608	2.60269
13.3333	7.43682	0.015608	3.82491
14.5556	7.43682	0.015608	5.04713
15.7778	7.43682	0.015608	6.26936
17	7.43682	0.015608	7.49158
6	7.68977	0.015608	-0.871674
7.22222	7.68977	0.015608	0.350548
8.44444	7.68977	0.015608	1.57277
9.66667	7.68977	0.015608	2.79499
10.8889	7.68977	0.015608	4.01721
12.1111	7.68977	0.015608	5.23944
13.3333	7.68977	0.015608	6.46166
14.5556	7.68977	0.015608	7.68388
15.7778	7.68977	0.015608	8.9061
17	7.68977	0.015608	10.1283
6	7.94272	0.015608	1.29701
7.22222	7.94272	0.015608	2.51923
8.44444	7.94272	0.015608	3.74145
9.66667	7.94272	0.015608	4.96367
10.8889	7.94272	0.015608	6.18589
12.1111	7.94272	0.015608	7.40812
13.3333	7.94272	0.015608	8.63034
14.5556	7.94272	0.015608	9.85256
15.7778	7.94272	0.015608	11.0748
17	7.94272	0.015608	12.297
6	8.19568	0.015608	3.05383
7.22222	8.19568	0.015608	4.27605
8.44444	8.19568	0.015608	5.49827
9.66667	8.19568	0.015608	6.72049
10.8889	8.19568	0.015608	7.94271
12.1111	8.19568	0.015608	9.16494
13.3333	8.19568	0.015608	10.3872
14.5556	8.19568	0.015608	11.6094
15.7778	8.19568	0.015608	12.8316
17	8.19568	0.015608	14.0538
6	8.44863	0.015608	4.44881
7.22222	8.44863	0.015608	5.67103
8.44444	8.44863	0.015608	6.89326
9.66667	8.44863	0.015608	8.11548
10.8889	8.44863	0.015608	9.3377
12.1111	8.44863	0.015608	10.5599
13.3333	8.44863	0.015608	11.7821
14.5556	8.44863	0.015608	13.0044
15.7778	8.44863	0.015608	14.2266
17	8.44863	0.015608	15.4488
6	8.70158	0.015608	5.52625
7.22222	8.70158	0.015608	6.74847
8.44444	8.70158	0.015608	7.97069
9.66667	8.70158	0.015608	9.19292
10.8889	8.70158	0.015608	10.4151
12.1111	8.70158	0.015608	11.6374
13.3333	8.70158	0.015608	12.8596
14.5556	8.70158	0.015608	14.0818
15.7778	8.70158	0.015608	15.304
17	8.70158	0.015608	16.5262
6	8.95453	0.015608	6.32521
7.22222	8.95453	0.015608	7.54743
8.44444	8.95453	0.015608	8.76965
9.66667	8.95453	0.015608	9.99188
10.8889	8.95453	0.015608	11.2141
12.1111	8.95453	0.015608	12.4363
13.3333	8.95453	0.015608	13.6585
14.5556	8.95453	0.015608	14.8808
15.7778	8.95453	0.015608	16.103
17	8.95453	0.015608	17.3252
6	9.20749	0.015608	6.88009
7.22222	9.20749	0.015608	8.10231
8.44444	9.20749	0.015608	9.32453
9.66667	9.20749	0.015608	10.5468
10.8889	9.20749	0.015608	11.769
12.1111	9.20749	0.015608	12.9912
13.3333	9.20749	0.015608	14.2134
14.5556	9.20749	0.015608	15.4356
15.7778	9.20749	0.015608	16.6579
17	9.20749	0.015608	17.8801
6	9.46044	0.015608	7.22114
7.22222	9.46044	0.015608	8.44336
8.44444	9.46044	0.015608	9.66558
9.66667	9.46044	0.015608	10.8878
10.8889	9.46044	0.015608	12.11
12.1111	9.46044	0.015608	13.3322
13.3333	9.46044	0.015608	14.5545
14.5556	9.46044	0.015608	15.7767
15.7778	9.46044	0.015608	16.9989
17	9.46044	0.015608	18.2211
6	9.71339	0.015608	7.37494
7.22222	9.71339	0.015608	8.59716
8.44444	9.71339	0.015608	9.81938
9.66667	9.71339	0.015608	11.0416
10.8889	9.71339	0.015608	12.2638
12.1111	9.71339	0.015608	13.486
13.3333	9.71339	0.015608	14.7083
14.5556	9.71339	0.015608	15.9305
15.7778	9.71339	0.015608	17.1527
17	9.71339	0.015608	18.3749
6	9.96634	0.015608	7.36485
7.22222	9.96634	0.015608	8.58708
8.44444	9.96634	0.015608	9.8093
9.66667	9.96634	0.015608	11.0315
10.8889	9.96634	0.015608	12.2537
12.1111	9.96634	0.015608	13.476
13.3333	9.96634	0.015608	14.6982
14.5556	9.96634	0.015608	15.9204
15.7778	9.96634	0.015608	17.1426
17	9.96634	0.015608	18.3649
6	10.2193	0.015608	7.21142
7.22222	10.2193	0.015608	8.43365
8.44444	10.2193	0.015608	9.65587
9.66667	10.2193	0.015608	10.8781
10.8889	10.2193	0.015608	12.1003
12.1111	10.2193	0.015608	13.3225
13.3333	10.2193	0.015608	14.5448
14.5556	10.2193	0.015608	15.767
15.7778	10.2193	0.015608	16.9892
17	10.2193	0.015608	18.2114
6	10.4722	0.015608	6.93271
7.22222	10.4722	0.015608	8.15493
8.44444	10.4722	0.015608	9.37716
9.66667	10.4722	0.015608	10.5994
10.8889	10.4722	0.015608	11.8216
12.1111	10.4722	0.015608	13.0438
13.3333	10.4722	0.015608	14.266
14.5556	10.4722	0.015608	15.4883
15.7778	10.4722	0.015608	16.7105
17	10.4722	0.015608	17.9327
6	10.7252	0.015608	6.54461
7.22222	10.7252	0.015608	7.76684
8.44444	10.7252	0.015608	8.98906
9.66667	10.7252	0.015608	10.2113
10.8889	10.7252	0.015608	11.4335
12.1111	10.7252	0.015608	12.6557
13.3333	10.7252	0.015608	13.8779
14.5556	10.7252	0.015608	15.1002
15.7778	10.7252	0.015608	16.3224
17	10.7252	0.015608	17.5446
6	10.9782	0.015608	6.06113
7.22222	10.9782	0.015608	7.28336
8.44444	10.9782	0.015608	8.50558
9.66667	10.9782	0.015608	9.7278
10.8889	10.9782	0.015608	10.95
12.1111	10.9782	0.015608	12.1722
13.3333	10.9782	0.015608	13.3945
14.5556	10.9782	0.015608	14.6167
15.7778	10.9782	0.015608	15.8389
17	10.9782	0.015608	17.0611
6	11.2311	0.015608	5.49461
7.22222	11.2311	0.015608	6.71683
8.44444	11.2311	0.015608	7.93905
9.66667	11.2311	0.015608	9.16127
10.8889	11.2311	0.015608	10.3835
12.1111	11.2311	0.015608	11.6057
13.3333	11.2311	0.015608	12.8279
14.5556	11.2311	0.015608	14.0502
15.7778	11.2311	0.015608	15.2724
17	11.2311	0.015608	16.4946
6	11.4841	0.015608	4.85592
7.22222	11.4841	0.015608	6.07814
8.44444	11.4841	0.015608	7.30036
9.66667	11.4841	0.015608	8.52259
10.8889	11.4841	0.015608	9.74481
12.1111	11.4841	0.015608	10.967
13.3333	11.4841	0.015608	12.1893
14.5556	11.4841	0.015608	13.4115
15.7778	11.4841	0.015608	14.6337
17	11.4841	0.015608	15.8559
6	11.737	0.015608	4.15468
7.22222	11.737	0.015608	5.3769
8.44444	11.737	0.015608	6.59912
9.66667	11.737	0.015608	7.82135
10.8889	11.737	0.015608	9.04357
12.1111	11.737	0.015608	10.2658
13.3333	11.737	0.015608	11.488
14.5556	11.737	0.015608	12.7102
15.7778	11.737	0.015608	13.9325
17	11.737	0.015608	15.1547
6	11.99	0.015608	3.39938
7.22222	11.99	0.015608	4.6216
8.44444	11.99	0.015608	5.84382
9.66667	11.99	0.015608	7.06604
10.8889	11.99	0.015608	8.28827
12.1111	11.99	0.015608	9.51049
13.3333	11.99	0.015608	10.7327
14.5556	11.99	0.015608	11.9549
15.7778	11.99	0.015608	13.1772
17	11.99	0.015608	14.3994
6	12.2429	0.015608	2.59751
7.22222	12.2429	0.015608	3.81974
8.44444	12.2429	0.015608	5.04196
9.66667	12.2429	0.015608	6.26418
10.8889	12.2429	0.015608	7.4864
12.1111	12.2429	0.015608	8.70863
13.3333	12.2429	0.015608	9.93085
14.5556	12.2429	0.015608	11.1531
15.7778	12.2429	0.015608	12.3753
17	12.2429	0.015608	13.5975
6	12.4959	0.015608	1.75573
7.22222	12.4959	0.015608	2.97796
8.44444	12.4959	0.015608	4.20018
9.66667	12.4959	0.015608	5.4224
10.8889	12.4959	0.015608	6.64462
12.1111	12.4959	0.015608	7.86685
13.3333	12.4959	0.015608	9.08907
14.5556	12.4959	0.015608	10.3113
15.7778	12.4959	0.015608	11.5335
17	12.4959	0.015608	12.7557
6	12.7488	0.015608	0.879914
7.22222	12.7488	0.015608	2.10214
8.44444	12.7488	0.015608	3.32436
9.66667	12.7488	0.015608	4.54658
10.8889	12.7488	0.015608	5.7688
12.1111	12.7488	0.015608	6.99103
13.3333	12.7488	0.015608	8.21325
14.5556	12.7488	0.015608	9.43547
15.7778	12.7488	0.015608	10.6577
17	12.7488	0.015608	11.8799
6	13.0018	0.015608	-0.0247389
7.22222	13.0018	0.015608	1.19748
8.44444	13.0018	0.015608	2.41971
9.66667	13.0018	0.015608	3.64193
10.8889	13.0018	0.015608	4.86415
12.1111	13.0018	0.015608	6.08637
13.3333	13.0018	0.015608	7.30859
14.5556	13.0018	0.015608	8.53082
15.7778	13.0018	0.015608	9.75304
17	13.0018	0.015608	10.9753
6	13.2547	0.015608	-0.953611
7.22222	13.2547	0.015608	0.268611
8.44444	13.2547	0.015608	1.49083
9.66667	13.2547	0.015608	2.71306
10.8889	13.2547	0.015608	3.93528
12.1111	13.2547	0.015608	5.1575
13.3333	13.2547	0.015608	6.37972
14.5556	13.2547	0.015608	7.60194
15.7778	13.2547	0.015608	8.82417
17	13.2547	0.015608	10.0464
6	13.5077	0.015608	-1.90261
7.22222	13.5077	0.015608	-0.680388
8.44444	13.5077	0.015608	0.541834
9.66667	13.5077	0.015608	1.76406
10.8889	13.5077	0.015608	2.98628
12.1111	13.5077	0.015608	4.2085
13.3333	13.5077	0.015608	5.43072
14.5556	13.5077	0.015608	6.65294
15.7778	13.5077	0.015608	7.87517
17	13.5077	0.015608	9.09739
6	13.7606	0.015608	-2.86811
7.22222	13.7606	0.015608	-1.64589
8.44444	13.7606	0.015608	-0.423666
9.66667	13.7606	0.015608	0.798557
10.8889	13.7606	0.015608	2.02078
12.1111	13.7606	0.015608	3.243
13.3333	13.7606	0.015608	4.46522
14.5556	13.7606	0.015608	5.68745
15.7778	13.7606	0.015608	6.90967
17	13.7606	0.015608	8.13189
6	14.0136	0.015608	-3.84689
7.22222	14.0136	0.015608	-2.62467
8.44444	14.0136	0.015608	-1.40245
9.66667	14.0136	0.015608	-0.180224
10.8889	14.0136	0.015608	1.042
12.1111	14.0136	0.015608	2.26422
13.3333	14.0136	0.015608	3.48644
14.5556	14.0136	0.015608	4.70866
15.7778	14.0136	0.015608	5.93089
17	14.0136	0.015608	7.15311
6	14.2665	0.015608	-4.8361
7.22222	14.2665	0.015608	-3.61388
8.44444	14.2665	0.015608	-2.39165
9.66667	14.2665	0.015608	-1.16943
10.8889	14.2665	0.015608	0.05279
12.1111	14.2665	0.015608	1.27501
13.3333	14.2665	0.015608	2.49723
14.5556	14.2665	0.015608	3.71946
15.7778	14.2665	0.015608	4.94168
17	14.2665	0.015608	6.1639
6	14.5195	0.015608	-5.8332
7.22222	14.5195	0.015608	-4.61098
8.44444	14.5195	0.015608	-3.38876
9.66667	14.5195	0.015608	-2.16654
10.8889	14.5195	0.015608	-0.944313
12.1111	14.5195	0.015608	0.277909
13.3333	14.5195	0.015608	1.50013
14.5556	14.5195	0.015608	2.72235
15.7778	14.5195	0.015608	3.94458
17	14.5195	0.015608	5.1668
6	14.7724	0.015608	-6.83595
7.22222	14.7724	0.015608	-5.61373
8.44444	14.7724	0.015608	-4.39151
9.66667	14.7724	0.015608	-3.16929
10.8889	14.7724	0.015608	-1.94706
12.1111	14.7724	0.015608	-0.724842
13.3333	14.7724	0.015608	0.49738
14.5556	14.7724	0.015608	1.7196
15.7778	14.7724	0.015608	2.94182
17	14.7724	0.015608	4.16405
6	15.0254	0.015608	-7.84236
7.22222	15.0254	0.015608	-6.62014
8.44444	15.0254	0.015608	-5.39792
9.66667	15.0254	0.015608	-4.1757
10.8889	15.0254	0.015608	-2.95347
12.1111	15.0254	0.015608	-1.73125
13.3333	15.0254	0.015608	-0.50903
14.5556	15.0254	0.015608	0.713192
15.7778	15.0254	0.015608	1.93541
17	15.0254	0.015608	3.15764
6	15.2783	0.015608	-8.85067
7.22222	15.2783	0.015608	-7.62844
8.44444	15.2783	0.015608	-6.40622
9.66667	15.2783	0.015608	-5.184
10.8889	15.2783	0.015608	-3.96178
12.1111	15.2783	0.015608	-2.73956
13.3333	15.2783	0.015608	-1.51733
14.5556	15.2783	0.015608	-0.295111
15.7778	15.2783	0.015608	0.927111
17	15.2783	0.015608	2.14933
6	15.5313	0.015608	-9.8593
7.22222	15.5313	0.015608	-8.63708
8.44444	15.5313	0.015608	-7.41486
9.66667	15.5313	0.015608	-6.19263
10.8889	15.5313	0.015608	-4.97041
12.1111	15.5313	0.015608	-3.74819
13.3333	15.5313	0.015608	-2.52597
14.5556	15.5313	0.015608	-1.30375
15.7778	15.5313	0.015608	-0.0815237
17	15.5313	0.015608	1.1407
6	15.7842	0.015608	-10.8669
7.22222	15.7842	0.015608	-9.64466
8.44444	15.7842	0.015608	-8.42244
9.66667	15.7842	0.015608	-7.20022
10.8889	15.7842	0.015608	-5.978
12.1111	15.7842	0.015608	-4.75577
13.3333	15.7842	0.015608	-3.53355
14.5556	15.7842	0.015608	-2.31133
15.7778	15.7842	0.015608	-1.08911
17	15.7842	0.015608	0.133116
6	16.0372	0.015608	-11.8722
7.22222	16.0372	0.015608	-10.65
8.44444	16.0372	0.015608	-9.42775
9.66667	16.0372	0.015608	-8.20553
10.8889	16.0372	0.015608	-6.9833
12.1111	16.0372	0.015608	-5.76108
13.3333	16.0372	0.015608	-4.53886
14.5556	16.0372	0.015608	-3.31664
15.7778	16.0372	0.015608	-2.09442
17	16.0372	0.015608	-0.872193
6	16.2902	0.015608	-12.8742
7.22222	16.2902	0.015608	-11.6519
8.44444	16.2902	0.015608	-10.4297
9.66667	16.2902	0.015608	-9.20748
10.8889	16.2902	0.015608	-7.98526
12.1111	16.2902	0.015608	-6.76304
13.3333	16.2902	0.015608	-5.54082
14.5556	16.2902	0.015608	-4.31859
15.7778	16.2902	0.015608	-3.09637
17	16.2902	0.015608	-1.87415
6	16.5431	0.015608	-13.8718
7.22222	16.5431	0.015608	-12.6496
8.44444	16.5431	0.015608	-11.4274
9.66667	16.5431	0.015608	-10.2051
10.8889	16.5431	0.015608	-8.98291
12.1111	16.5431	0.015608	-7.76069
13.3333	16.5431	0.015608	-6.53847
14.5556	16.5431	0.015608	-5.31625
15.7778	16.5431	0.015608	-4.09403
17	16.5431	0.015608	-2.8718
6	16.7961	0.015608	-14.8643
7.22222	16.7961	0.015608	-13.6421
8.44444	16.7961	0.015608	-12.4199
9.66667	16.7961	0.015608	-11.1977
10.8889	16.7961	0.015608	-9.97543
12.1111	16.7961	0.015608	-8.75321
13.3333	16.7961	0.015608	-7.53098
14.5556	16.7961	0.015608	-6.30876
15.7778	16.7961	0.015608	-5.08654
17	16.7961	0.015608	-3.86432
6	17.049	0.015608	-15.851
7.22222	17.049	0.015608	-14.6287
8.44444	17.049	0.015608	-13.4065
9.66667	17.049	0.015608	-12.1843
10.8889	17.049	0.015608	-10.9621
12.1111	17.049	0.015608	-9.73985
13.3333	17.049	0.015608	-8.51762
14.5556	17.049	0.015608	-7.2954
15.7778	17.049	0.015608	-6.07318
17	17.049	0.015608	-4.85096
6	17.302	0.015608	-16.8311
7.22222	17.302	0.015608	-15.6089
8.44444	17.302	0.015608	-14.3866
9.66667	17.302	0.015608	-13.1644
10.8889	17.302	0.015608	-11.9422
12.1111	17.302	0.015608	-10.72
13.3333	17.302	0.015608	-9.49775
14.5556	17.302	0.015608	-8.27553
15.7778	17.302	0.015608	-7.05331
17	17.302	0.015608	-5.83108
6	17.5549	0.015608	-17.8041
7.22222	17.5549	0.015608	-16.5819
8.44444	17.5549	0.015608	-15.3597
9.66667	17.5549	0.015608	-14.1375
10.8889	17.5549	0.015608	-12.9152
12.1111	17.5549	0.015608	-11.693
13.3333	17.5549	0.015608	-10.4708
14.5556	17.5549	0.015608	-9.24858
15.7778	17.5549	0.015608	-8.02635
17	17.5549	0.015608	-6.80413
6	17.8079	0.015608	-18.7696
7.22222	17.8079	0.015608	-17.5474
8.44444	17.8079	0.015608	-16.3252
9.66667	17.8079	0.015608	-15.103
10.8889	17.8079	0.015608	-13.8807
12.1111	17.8079	0.015608	-12.6585
13.3333	17.8079	0.015608	-11.4363
14.5556	17.8079	0.015608	-10.2141
15.7778	17.8079	0.015608	-8.99184
17	17.8079	0.015608	-7.76962
6	18.0608	0.015608	-19.7271
7.22222	18.0608	0.015608	-18.5049
8.44444	18.0608	0.015608	-17.2827
9.66667	18.0608	0.015608	-16.0605
10.8889	18.0608	0.015608	-14.8382
12.1111	18.0608	0.015608	-13.616
